name;description;price;img_url;category_id;id;create_timestamp;brand_id
Valve caps, Black aluminum, 4-pack;Aluminium valve caps with plastic inserts which prevent the caps from sticking to the threads due to corrosion.;29.9;https://productimages.biltema.com/v1/image/imagebyfilename/30-239_xl_1.jpg;1;39;2023-05-15 15:12:27;13
Valve caps, Aluminium, 4-pack;Aluminium valve caps with plastic inserts which prevent the caps from sticking to the threads due to corrosion.;26.9;https://productimages.biltema.com/v1/image/imagebyfilename/33-4310_xl_1.jpg;1;40;2023-05-15 15:12:27;22
Valve caps, Diamond, 4-pack;Aluminium valve caps with plastic inserts which prevent the caps from sticking to the threads due to corrosion.;34.9;https://productimages.biltema.com/v1/image/imagebyfilename/30-255_xl_1.jpg;1;41;2023-05-15 15:12:27;13
Valve caps, Hand grenade, 4-pack;Plastic valve caps with inserts which prevent the caps from sticking to the threads due to corrosion.;29.9;https://productimages.biltema.com/v1/image/imagebyfilename/30-211_xl_1.jpg;1;42;2023-05-15 15:12:27;18
Valve caps, Skull, 4-pack;Plastic valve caps with inserts which prevent the caps from sticking to the threads due to corrosion.;14.9;https://productimages.biltema.com/v1/image/imagebyfilename/30-212_xl_1.jpg;1;43;2023-05-15 15:12:27;17
Soundproofing mat, 1000 x 500 x 30 mm;For cars, boats, caravans, etc. Made of foam plastic. Outer layer of aluminium-coated polyester foil with self-adhesive reverse side. Effectively insulates sound and heat from engines, transmissions, and chassis. Withstands temperatures between -30 °C to +120 °C. ISO 3795.;169.0;https://productimages.biltema.com/v1/image/imagebyfilename/36-9214_xl_1.jpg;1;44;2023-05-15 15:12:27;10
Soundproofing mat, 1000 x 500 x 20 mm;For cars, boats, caravans, etc. Made of foam plastic. Outer layer of aluminium-coated polyester foil with self-adhesive reverse side. Effectively insulates sound and heat from engines, transmissions, and chassis. Withstands temperatures between -30 °C to +120 °C. ISO 3795.;139.0;https://productimages.biltema.com/v1/image/imagebyfilename/36-9214_xl_1.jpg;1;45;2023-05-15 15:12:27;28
Soundproofing mat, 1000 x 500 x 10 mm;For cars, boats, caravans, etc. Made of foam plastic. Outer layer of aluminium-coated polyester foil with self-adhesive reverse side. Effectively insulates sound and heat from engines, transmissions, and chassis. Withstands temperatures between -30 °C to +120 °C. ISO 3795.;119.0;https://productimages.biltema.com/v1/image/imagebyfilename/36-9214_xl_1.jpg;1;46;2023-05-15 15:12:27;7
Soundproofing sheet, 460 x 820 mm, 2 pcs;Thin and malleable soundproofing sheet made from butyl and aluminium. Easy to apply with excellent sound insulation properties. Self-adhesive for applying to e.g. doors, ceilings, car boots. Also suitable for insulating sound from other things at home such as speaker boxes, computers, washing machines, etc.;269.0;https://productimages.biltema.com/v1/image/imagebyfilename/36-9225_xl_1.jpg;1;47;2023-05-15 15:12:27;33
Melt foil, Bitumen 4 pcs;Self-adhesive Bitumen-panels (asphalt rubber) for vibration and noise suppression. For efficient suppression of resonance and vibration noise in the car's wheel housing, chassis, etc. Easy to form against the substrate with the aid of a heat gun. Can also be applied in strips. For best effect at least 1/3 of the substrate must be covered. Can be overpainted.;179.0;https://productimages.biltema.com/v1/image/imagebyfilename/36-9213_xl_1.jpg;1;48;2023-05-15 15:12:27;31
Sound blanket, 1000 x 2000 mm;Suitable as sound insulating material. Can be glued to surfaces. Use strong cutters/scissors to cut to size. Suitable for placing under mats and other interior upholstery.;159.0;https://productimages.biltema.com/v1/image/imagebyfilename/36-9222_xl_1.jpg;1;49;2023-05-15 15:12:27;34
Soundproofing mat, 500 x 400 x 20 mm;For cars, boats, caravans, etc. Made of foam plastic. Outer layer of aluminium-coated polyester foil with self-adhesive reverse side. Effectively insulates sound and heat from engines, transmissions, and chassis. Withstands temperatures between -30 °C to +120 °C. ISO 3795.;69.9;https://productimages.biltema.com/v1/image/imagebyfilename/36-9214_xl_1.jpg;1;50;2023-05-15 15:12:27;23
Soundproofing mat, 500 x 400 x 10 mm;For cars, boats, caravans, etc. Made of foam plastic. Outer layer of aluminium-coated polyester foil with self-adhesive reverse side. Effectively insulates sound and heat from engines, transmissions, and chassis. Withstands temperatures between -30 °C to +120 °C. ISO 3795.;69.9;https://productimages.biltema.com/v1/image/imagebyfilename/36-9214_xl_1.jpg;1;51;2023-05-15 15:12:27;2
Sound insulating mat, 1000 x 500 mm;Foam plastic Reduces the volume by approx 40 dB. Can be glued in position. Fulfils the requirements in the Recreational Craft Directive 94/25 EC ISO 3795.;279.0;https://productimages.biltema.com/v1/image/imagebyfilename/36-9220_xl_1.jpg;1;52;2023-05-15 15:12:27;22
Noise insulation board, Bitumen, 500 x 1000 mm;Self-adhesive for vibration insulation of cars, boats, domestic appliances, heat pumps, etc. For best effect at least 1/3 of the surface should be covered.;69.9;https://productimages.biltema.com/v1/image/imagebyfilename/36-9211_xl_1.jpg;1;53;2023-05-15 15:12:27;31
Soundproofing mat, 500 x 400 x 30 mm;For cars, boats, caravans, etc. Made of foam plastic. Outer layer of aluminium-coated polyester foil with self-adhesive reverse side. Effectively insulates sound and heat from engines, transmissions, and chassis. Withstands temperatures between -30 °C to +120 °C. ISO 3795.;79.9;https://productimages.biltema.com/v1/image/imagebyfilename/36-9214_xl_1.jpg;1;54;2023-05-15 15:12:27;9
First Aid bag, de luxe;In a practical nylon bag. With wrapped bandages per the 1–2–3 system: for small wounds, for large wounds and for major wounds. Additionally there is a breathing mask, blanket, elastic gauze, scissors, safety gloves, safety pins, triangular bandage, metal pincers, plasters, instructional folder for ABC help.;149.0;https://productimages.biltema.com/v1/image/imagebyfilename/39-558_xl_1.jpg;1;55;2023-05-15 15:12:27;21
Warning triangle;The reflector is made of highly reflective red plastic, and the inner section of fluorescent plastic. Comes in a practical plastic box with a metal stand. E-marked.;39.9;https://productimages.biltema.com/v1/image/imagebyfilename/38-206_xl_1.jpg;1;56;2023-05-15 15:12:27;33
LED Warning Light;Battery-powered rotating warning light with 9 flashing patterns and warning modes, including SOS, full red light and white light. Can be easily mounted with the strong magnet or hanging hook. Powered by 3 x AAA batteries (not included). Water-resistant and impact-resistant.;69.9;https://productimages.biltema.com/v1/image/imagebyfilename/39-564_xl_1.jpg;1;57;2023-05-15 15:12:27;2
First Aid pouch, mini;In a small, practical nylon bag that fits easily under the saddle.Contents:4 Cleansing wipes2 Dry wipes1 Wound dressing1 Respiratory protection1 Rescue blanket2 Compresses1 Scissors1 pair safety gloves1 Triangular bandage12 Plasters2 Blister plasters2 Burn relief gelInstruction folder for Breathing Wound Shock assistance.;105.0;https://productimages.biltema.com/v1/image/imagebyfilename/39-552_xl_1.jpg;1;58;2023-05-15 15:12:27;6
First aid kit;Small, waterproof package containing the most necessary items in the event of an accident. Easy to carry with you in the forest, on boats, in cars, prams or on holiday.Contents:1 survival blanket5 plasters2 compression bandages, 2-pack, 5 x 5 cm1 pair of scissors3 wet wipes3 sterile wipes1 roll of surgical tape1 pair of latex-free gloves2 gauze bandage rolls, 7.5 cm x 4 m;149.0;https://productimages.biltema.com/v1/image/imagebyfilename/50-070_xl_1.jpg;1;59;2023-05-15 15:12:27;24
Steering Wheel Lock;Heavy duty steering wheel lock with double hooks on both sides which, when properly positioned, makes it impossible to cut through. Two keys included. The lock fits most types of steering wheel which have a maximum inner diameter of 380 mm Vinyl-covered steel to avoid damage to the steering wheel.;94.9;https://productimages.biltema.com/v1/image/imagebyfilename/43-113_xl_1.jpg;1;60;2023-05-15 15:12:27;11
Life hammer;For emergency situations. The hammer is used in emergency situations to cut off seat belts and smash windows.;59.9;https://productimages.biltema.com/v1/image/imagebyfilename/39-555_xl_1.jpg;1;61;2023-05-15 15:12:27;25
Warning light bracket;Angled holder with connection cables for voltage supply.;64.9;https://productimages.biltema.com/v1/image/imagebyfilename/38-738_xl_1.jpg;1;62;2023-05-15 15:12:27;6
Traffic Cone;Orange plastic marker cone. Used for e.g. marking temporary obstructions or road closures, and in driving lessons and manoeuvring tests.;32.9;https://productimages.biltema.com/v1/image/imagebyfilename/39-561_xl_1.jpg;1;63;2023-05-15 15:12:27;30
Aluminium blanket, 140 x 220 cm;Good to have with you when trekking and having other outdoor adventures as well as in the car. Wrap it round the body to reflect the body warmth back, for example when someone is suffering from hypothermia or in shock. Can also be used for animals. Small-sized package, easy to carry around in your rucksack. Material: Aluminium-coated polythene.Warning! Flammable product, keep it away from naked flames. Do not cover the face with the product as it may cause suffocation.;19.9;https://productimages.biltema.com/v1/image/imagebyfilename/40-182_xl_1.jpg;1;64;2023-05-15 15:12:27;32
Dog On Board Sticker;Sticker for pasting in a suitable place to show other road users that you have a dog in the car.;34.9;https://productimages.biltema.com/v1/image/imagebyfilename/46-410_xl_1.jpg;1;65;2023-05-15 15:12:27;29
Warning triangle;Comes in a practical plastic case. The reflector is made from highly reflective red plastic, and the inner part from fluorescent plastic. Steel frame. E-marked.;34.9;https://productimages.biltema.com/v1/image/imagebyfilename/38-200_xl_1.jpg;1;66;2023-05-15 15:12:27;35
Snow Stakes, 6-pack;Snow stakes with reflectors that is placed along roads to mark driving routes in the dark, increase road safety or to facilitate ploughing.;79.9;https://productimages.biltema.com/v1/image/imagebyfilename/14-624_xl_1.jpg;1;67;2023-05-15 15:12:27;25
Lockable tank cap;Effectively prevents petrol theft. Supplied with two symmetric keys.;119.0;https://productimages.biltema.com/v1/image/imagebyfilename/33-563_xl_1.jpg;1;68;2023-05-15 15:12:27;11
Universal Tank Cap;Emergency tank cap for temporary use. Plastic.;19.9;https://productimages.biltema.com/v1/image/imagebyfilename/33-591_xl_1.jpg;1;69;2023-05-15 15:12:27;4
Ice Scraper;Made of impact-resistant plastic, fitted with comfortable rubber handle.;34.9;https://productimages.biltema.com/v1/image/imagebyfilename/37-422_xl_1.jpg;1;70;2023-05-15 15:12:27;17
Ice Scraper Glove;Keep your hands warm with this warm, protective ice scraper glove.;26.9;https://productimages.biltema.com/v1/image/imagebyfilename/37-453_xl_1.jpg;1;71;2023-05-15 15:12:27;8
Ice Scraper;Plastic.;14.9;https://productimages.biltema.com/v1/image/imagebyfilename/37-450_xl_1.jpg;1;72;2023-05-15 15:12:27;4
Ice Scraper Glove;Warm, protective glove. Waterproof with warm fleece lining. Elasticised cuff – keeps out snow, wind and cold.;22.9;https://productimages.biltema.com/v1/image/imagebyfilename/37-451_xl_1.jpg;1;73;2023-05-15 15:12:27;3
Engine heater cell;An efficient hose heater with 0.5 m cable. For hose connection. Hose clamps supplied. Manufactured in Sweden. Can only be combined with Biltema's engine and cabin heating systems as follows: Connector Cable 40-202 or 40-203, Extension Cable 40-204 - 40-206 and Multi-Socket 40-207.The engine block heater affects the coolant inside the block, which is heated up and begins to circulate. For maximal temperature to be obtained, the heater only needs to be connected for 3-4 hours. Prolonged connection will increase electricity costs. Warning: the heating element must be covered in coolant.;179.0;https://productimages.biltema.com/v1/image/imagebyfilename/40-209_xl_1.jpg;1;74;2023-05-15 15:12:27;16
Engine heater cable compatible with Calix, 2.5 m;Biltema's connection cable is made in Sweden from oil-resistant RDO. The cable can withstand temperatures down to -40 °C.Cable for connection between a car device inlet and electrical outlet. Regularly check the earth connection all the way from the earthed outlet to the car body, cabin socket, and engine heater. Also check the connection cable regularly to ensure that it is not damaged or worn.NOTE!A damaged cable must be discarded immediately.Store the connection cable indoors when not in use.The connection cable must not be placed on the ground when not connected to the vehicle.Close the protective cover on the connector when not in use.Do not let the cable lie on the ground when connected.The connection cable must not be repaired or modified.The connection cable may only be connected to an earthed socket.The connection cable must not be used to charge electric-hybrid batteries – it is only designed for engine heating systems;129.0;https://productimages.biltema.com/v1/image/imagebyfilename/40-213_xl_1.jpg;1;75;2023-05-15 15:12:27;7
Engine heater cable compatible with DEFA, 2,5 m;Biltema's connection cable is made in Sweden from oil-resistant RDO. The cable can withstand temperatures down to -40 °C.Cable for connection between a car device inlet and electrical outlet. Regularly check the earth connection all the way from the earthed outlet to the car body, cabin socket, and engine heater. Also check the connection cable regularly to ensure that it is not damaged or worn.NOTE!A damaged cable must be discarded immediately.Store the connection cable indoors when not in use.The connection cable must not be placed on the ground when not connected to the vehicle.Close the protective cover on the connector when not in use.Do not let the cable lie on the ground when connected.The connection cable must not be repaired or modified.The connection cable may only be connected to an earthed socket.The connection cable must not be used to charge electric-hybrid batteries – it is only designed for engine heating systems;129.0;https://productimages.biltema.com/v1/image/imagebyfilename/40-213_xl_1.jpg;1;76;2023-05-15 15:12:27;13
Connection cable;Shielded, plug-in type. Round connector socket. Can be combined with Biltema's engine and cabin heating systems as follows: Engine Block Heater Cable 40-200 or 40-201, Extension Cable 40-204 - 40-206, Multi-Socket 40-207, Cabin Socket 40-208, Engine Heating Element 38-824 - 38-825 and Engine Heating Element 40-209 - 40-212.1.0 m;99.5;https://productimages.biltema.com/v1/image/imagebyfilename/40-203_xl_1.jpg;1;77;2023-05-15 15:12:27;5
Connection Cord 2.5 m;Oil-resistant RDO cable. Plastic-clad plug and round socket. Can only be combined with Connector Cable 40-372 or 40-373.;199.0;https://productimages.biltema.com/v1/image/imagebyfilename/40-200_xl_1.jpg;1;78;2023-05-15 15:12:27;10
Connection Cord 5 m;Oil-resistant RDO cable. Plastic-clad plug and round socket. Can only be combined with Connector Cable 40-372 or 40-373.;249.0;https://productimages.biltema.com/v1/image/imagebyfilename/40-200_xl_1.jpg;1;79;2023-05-15 15:12:27;20
Connector cable 1 m;Shielded, plug-in type. Round connector socket. Can be combined with Biltema’s engine and cabin heating systems as follows: Engine Heater Cable 40-370 or 40-371, Extension Cable 40-376, Multi-Socket 40-377, Cabin Socket 40-378, and Hose Heater 40-379 and 40-380.;249.0;https://productimages.biltema.com/v1/image/imagebyfilename/40-203_xl_1.jpg;1;80;2023-05-15 15:12:27;39
Connector cable 1.5 m;Shielded, plug-in type. Round connector socket. Can be combined with Biltema’s engine and cabin heating systems as follows: Engine Heater Cable 40-370 or 40-371, Extension Cable 40-376, Multi-Socket 40-377, Cabin Socket 40-378, and Hose Heater 40-379 and 40-380.;269.0;https://productimages.biltema.com/v1/image/imagebyfilename/40-203_xl_1.jpg;1;81;2023-05-15 15:12:27;7
Connector Cable Mounting Plate;Black galvanised steel plate for mounting connector cables from Biltema 40-202, 40-203. Fitting screws included.;42.9;https://productimages.biltema.com/v1/image/imagebyfilename/38-786_xl_1.jpg;1;82;2023-05-15 15:12:27;16
Engine heater cable;Oil-resistant RDO cable. Plastic-clad plug and around the connection socket. Can only be combined with Biltema's engine and cabin heating systems as follows: Connector Cable 40-202 or 40-203.2.5 m;89.9;https://productimages.biltema.com/v1/image/imagebyfilename/40-200_xl_1.jpg;1;83;2023-05-15 15:12:27;15
Engine heater cable compatible with Calix, 2.5 m;Biltema's connection cable is made in EU from oil-resistant RDO. The cable can withstand temperatures down to -50 °C.Cable for connection between a car device inlet and electrical outlet. Regularly check the earth connection all the way from the earthed outlet to the car body, cabin socket, and engine heater. Also check the connection cable regularly to ensure that it is not damaged or worn.NOTE!A damaged cable must be discarded immediately.Store the connection cable indoors when not in use.The connection cable must not be placed on the ground when not connected to the vehicle.Close the protective cover on the connector when not in use.Do not let the cable lie on the ground when connected.The connection cable must not be repaired or modified.The connection cable may only be connected to an earthed socket.The plug is IP44 rated.The connection cable must not be used to charge electric-hybrid batteries – it is only designed for engine heating systems;129.0;https://productimages.biltema.com/v1/image/imagebyfilename/40-653_xl_1.jpg;1;84;2023-05-15 15:12:27;24
